"Hierarchy Level","Page Type","Page Path","Page ID","Page Title","Full URL","Taxonomy Level 1","Taxonomy Level 2","Taxonomy Level 3","Taxonomy Level 4","Taxonomy Level 5","Taxonomy Level 6","Taxonomy URL Level 1","Taxonomy URL Level 2","Taxonomy URL Level 3","Taxonomy URL Level 4","Taxonomy URL Level 5","Taxonomy URL Level 6","Toggle URL",hasBenefitCategory,"Page Language",Categories
1,"Home Page",/,1,"Making government services easier to find",http://localhost/,Home,Home,Home,Home,Home,Home,/,/,/,/,/,/,http://localhost/es/,,"USAGov English"
4,federal_directory_record,/agencies/rehabilitation-services-administration,960,"Rehabilitation Services Administration (RSA)",http://localhost/agencies/rehabilitation-services-administration,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Rehabilitation Services Administration","Rehabilitation Services Administration","Rehabilitation Services Administration",/,/about-the-us,/agency-index,/agencies/rehabilitation-services-administration,/agencies/rehabilitation-services-administration,/agencies/rehabilitation-services-administration,None,,"USAGov English"
4,federal_directory_record,/es/agencias/servicio-federal-de-pesca-y-vida-silvestre,962,"Servicio Federal de Pesca y Vida Silvestre (FWS)",http://localhost/es/agencias/servicio-federal-de-pesca-y-vida-silvestre,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio Federal de Pesca y Vida Silvestre","Servicio Federal de Pesca y Vida Silvestre","Servicio Federal de Pesca y Vida Silvestre",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-federal-de-pesca-y-vida-silvestre,/es/agencias/servicio-federal-de-pesca-y-vida-silvestre,/es/agencias/servicio-federal-de-pesca-y-vida-silvestre,http://localhost/agencies/fish-and-wildlife-service,,"USAGov en Español"
4,federal_directory_record,/agencies/congressional-budget-office,963,"Congressional Budget Office (CBO)",http://localhost/agencies/congressional-budget-office,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Congressional Budget Office","Congressional Budget Office","Congressional Budget Office",/,/about-the-us,/agency-index,/agencies/congressional-budget-office,/agencies/congressional-budget-office,/agencies/congressional-budget-office,None,,"USAGov English"
4,federal_directory_record,/agencies/national-capital-planning-commission,964,"National Capital Planning Commission (NCPC)",http://localhost/agencies/national-capital-planning-commission,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","National Capital Planning Commission","National Capital Planning Commission","National Capital Planning Commission",/,/about-the-us,/agency-index,/agencies/national-capital-planning-commission,/agencies/national-capital-planning-commission,/agencies/national-capital-planning-commission,None,,"USAGov English"
4,federal_directory_record,/agencies/house-office-of-inspector-general,965,"House Office of Inspector General (OIG)",http://localhost/agencies/house-office-of-inspector-general,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","House Office of Inspector General","House Office of Inspector General","House Office of Inspector General",/,/about-the-us,/agency-index,/agencies/house-office-of-inspector-general,/agencies/house-office-of-inspector-general,/agencies/house-office-of-inspector-general,None,,"USAGov English"
4,federal_directory_record,/es/agencias/centro-de-informacion-y-recursos-para-padres,966,"Centro de Información y Recursos para Padres (CPIR)",http://localhost/es/agencias/centro-de-informacion-y-recursos-para-padres,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Centro de Información y Recursos para Padres","Centro de Información y Recursos para Padres","Centro de Información y Recursos para Padres",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/centro-de-informacion-y-recursos-para-padres,/es/agencias/centro-de-informacion-y-recursos-para-padres,/es/agencias/centro-de-informacion-y-recursos-para-padres,http://localhost/agencies/center-for-parent-information-and-resources,,"USAGov en Español"
4,federal_directory_record,/es/agencias/programa-de-viviendas-prefabricadas,967,"Oficina de Programas de Viviendas Prefabricadas (OMHP)",http://localhost/es/agencias/programa-de-viviendas-prefabricadas,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina de Programas de Viviendas Prefabricadas","Oficina de Programas de Viviendas Prefabricadas","Oficina de Programas de Viviendas Prefabricadas",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/programa-de-viviendas-prefabricadas,/es/agencias/programa-de-viviendas-prefabricadas,/es/agencias/programa-de-viviendas-prefabricadas,http://localhost/agencies/office-of-manufactured-housing-programs,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-department-of-energy,968,"U.S. Department of Energy (DOE)",http://localhost/agencies/u-s-department-of-energy,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of Energy","U.S. Department of Energy","U.S. Department of Energy",/,/about-the-us,/agency-index,/agencies/u-s-department-of-energy,/agencies/u-s-department-of-energy,/agencies/u-s-department-of-energy,http://localhost/es/agencias/departamento-de-energia-doe,,"USAGov English"
4,federal_directory_record,/agencies/risk-management-agency,969,"Risk Management Agency (RMA)",http://localhost/agencies/risk-management-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Risk Management Agency","Risk Management Agency","Risk Management Agency",/,/about-the-us,/agency-index,/agencies/risk-management-agency,/agencies/risk-management-agency,/agencies/risk-management-agency,None,,"USAGov English"
4,federal_directory_record,/es/agencias/comision-de-seguridad-de-productos-del-consumidor-de-estados-unidos,970,"Comisión de Seguridad de Productos del Consumidor de Estados Unidos (CPSC)",http://localhost/es/agencias/comision-de-seguridad-de-productos-del-consumidor-de-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Comisión de Seguridad de Productos del Consumidor de Estados Unidos","Comisión de Seguridad de Productos del Consumidor de Estados Unidos","Comisión de Seguridad de Productos del Consumidor de Estados Unidos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/comision-de-seguridad-de-productos-del-consumidor-de-estados-unidos,/es/agencias/comision-de-seguridad-de-productos-del-consumidor-de-estados-unidos,/es/agencias/comision-de-seguridad-de-productos-del-consumidor-de-estados-unidos,http://localhost/agencies/consumer-product-safety-commission,,"USAGov en Español"
4,federal_directory_record,/agencies/coordinating-council-on-juvenile-justice-and-delinquency-prevention,971,"Coordinating Council on Juvenile Justice and Delinquency Prevention",http://localhost/agencies/coordinating-council-on-juvenile-justice-and-delinquency-prevention,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Coordinating Council on Juvenile Justice and Delinquency Prevention","Coordinating Council on Juvenile Justice and Delinquency Prevention","Coordinating Council on Juvenile Justice and Delinquency Prevention",/,/about-the-us,/agency-index,/agencies/coordinating-council-on-juvenile-justice-and-delinquency-prevention,/agencies/coordinating-council-on-juvenile-justice-and-delinquency-prevention,/agencies/coordinating-council-on-juvenile-justice-and-delinquency-prevention,None,,"USAGov English"
4,federal_directory_record,/es/agencias/instituto-nacional-de-ciencias-medicas-generales,972,"Instituto Nacional de Ciencias Médicas Generales (NIGMS)",http://localhost/es/agencias/instituto-nacional-de-ciencias-medicas-generales,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Instituto Nacional de Ciencias Médicas Generales","Instituto Nacional de Ciencias Médicas Generales","Instituto Nacional de Ciencias Médicas Generales",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/instituto-nacional-de-ciencias-medicas-generales,/es/agencias/instituto-nacional-de-ciencias-medicas-generales,/es/agencias/instituto-nacional-de-ciencias-medicas-generales,None,,"USAGov en Español"
4,federal_directory_record,/es/agencias/oficina-de-grabado-e-impresion,973,"Oficina de Grabado e Impresión (BEP)",http://localhost/es/agencias/oficina-de-grabado-e-impresion,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina de Grabado e Impresión","Oficina de Grabado e Impresión","Oficina de Grabado e Impresión",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/oficina-de-grabado-e-impresion,/es/agencias/oficina-de-grabado-e-impresion,/es/agencias/oficina-de-grabado-e-impresion,http://localhost/agencies/bureau-of-engraving-and-printing,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-department-of-homeland-security,974,"U.S. Department of Homeland Security (DHS)",http://localhost/agencies/u-s-department-of-homeland-security,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of Homeland Security","U.S. Department of Homeland Security","U.S. Department of Homeland Security",/,/about-the-us,/agency-index,/agencies/u-s-department-of-homeland-security,/agencies/u-s-department-of-homeland-security,/agencies/u-s-department-of-homeland-security,http://localhost/es/agencias/departamento-de-seguridad-nacional,,"USAGov English"
4,federal_directory_record,/agencies/rural-development,975,"Rural Development",http://localhost/agencies/rural-development,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Rural Development","Rural Development","Rural Development",/,/about-the-us,/agency-index,/agencies/rural-development,/agencies/rural-development,/agencies/rural-development,None,,"USAGov English"
4,federal_directory_record,/es/agencias/radio-y-tv-marti,976,"Oficina de Transmisiones de Noticias de Cuba (Radio y TV Martí)",http://localhost/es/agencias/radio-y-tv-marti,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina de Transmisiones de Noticias de Cuba","Oficina de Transmisiones de Noticias de Cuba","Oficina de Transmisiones de Noticias de Cuba",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/radio-y-tv-marti,/es/agencias/radio-y-tv-marti,/es/agencias/radio-y-tv-marti,http://localhost/agencies/office-of-cuba-broadcasting,,"USAGov en Español"
4,federal_directory_record,/agencies/council-of-economic-advisers,977,"Council of Economic Advisers (CEA)",http://localhost/agencies/council-of-economic-advisers,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Council of Economic Advisers","Council of Economic Advisers","Council of Economic Advisers",/,/about-the-us,/agency-index,/agencies/council-of-economic-advisers,/agencies/council-of-economic-advisers,/agencies/council-of-economic-advisers,http://localhost/es/agencias/consejo-de-asesores-economicos,,"USAGov English"
4,federal_directory_record,/agencies/national-transportation-safety-board,978,"National Transportation Safety Board (NTSB)",http://localhost/agencies/national-transportation-safety-board,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","National Transportation Safety Board","National Transportation Safety Board","National Transportation Safety Board",/,/about-the-us,/agency-index,/agencies/national-transportation-safety-board,/agencies/national-transportation-safety-board,/agencies/national-transportation-safety-board,http://localhost/es/agencias/junta-nacional-de-seguridad-en-el-transporte,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-de-empleo-y-capacitacion,980,"Administración de Empleo y Capacitación (ETA)",http://localhost/es/agencias/administracion-de-empleo-y-capacitacion,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración de Empleo y Capacitación","Administración de Empleo y Capacitación","Administración de Empleo y Capacitación",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-de-empleo-y-capacitacion,/es/agencias/administracion-de-empleo-y-capacitacion,/es/agencias/administracion-de-empleo-y-capacitacion,http://localhost/agencies/employment-and-training-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/rural-utilities-service,981,"Rural Utilities Service (RUS)",http://localhost/agencies/rural-utilities-service,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Rural Utilities Service","Rural Utilities Service","Rural Utilities Service",/,/about-the-us,/agency-index,/agencies/rural-utilities-service,/agencies/rural-utilities-service,/agencies/rural-utilities-service,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-de-recursos-y-servicios-de-salud,982,"Administración de Recursos y Servicios de Salud (HRSA)",http://localhost/es/agencias/administracion-de-recursos-y-servicios-de-salud,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración de Recursos y Servicios de Salud","Administración de Recursos y Servicios de Salud","Administración de Recursos y Servicios de Salud",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-de-recursos-y-servicios-de-salud,/es/agencias/administracion-de-recursos-y-servicios-de-salud,/es/agencias/administracion-de-recursos-y-servicios-de-salud,http://localhost/agencies/health-resources-and-services-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/court-of-appeals-for-the-armed-forces,983,"Court of Appeals for the Armed Forces",http://localhost/agencies/court-of-appeals-for-the-armed-forces,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Court of Appeals for the Armed Forces","Court of Appeals for the Armed Forces","Court of Appeals for the Armed Forces",/,/about-the-us,/agency-index,/agencies/court-of-appeals-for-the-armed-forces,/agencies/court-of-appeals-for-the-armed-forces,/agencies/court-of-appeals-for-the-armed-forces,None,,"USAGov English"
4,federal_directory_record,/agencies/u-s-census-bureau,984,"U.S. Census Bureau",http://localhost/agencies/u-s-census-bureau,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Census Bureau","U.S. Census Bureau","U.S. Census Bureau",/,/about-the-us,/agency-index,/agencies/u-s-census-bureau,/agencies/u-s-census-bureau,/agencies/u-s-census-bureau,http://localhost/es/agencias/oficina-del-censo,,"USAGov English"
4,federal_directory_record,/es/agencias/servicio-de-empleo-y-capacitacion-para-veteranos,986,"Servicio de Empleo y Capacitación para Veteranos (VETS)",http://localhost/es/agencias/servicio-de-empleo-y-capacitacion-para-veteranos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio de Empleo y Capacitación para Veteranos","Servicio de Empleo y Capacitación para Veteranos","Servicio de Empleo y Capacitación para Veteranos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-de-empleo-y-capacitacion-para-veteranos,/es/agencias/servicio-de-empleo-y-capacitacion-para-veteranos,/es/agencias/servicio-de-empleo-y-capacitacion-para-veteranos,http://localhost/agencies/veterans-employment-and-training-service,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-department-of-the-interior,987,"U.S. Department of the Interior (DOI)",http://localhost/agencies/u-s-department-of-the-interior,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of the Interior","U.S. Department of the Interior","U.S. Department of the Interior",/,/about-the-us,/agency-index,/agencies/u-s-department-of-the-interior,/agencies/u-s-department-of-the-interior,/agencies/u-s-department-of-the-interior,http://localhost/es/agencias/departamento-del-interior,,"USAGov English"
4,federal_directory_record,/agencies/department-of-energy-office-of-science,988,"Department of Energy’s Office of Science",http://localhost/agencies/department-of-energy-office-of-science,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Department of Energy’s Office of Science","Department of Energy’s Office of Science","Department of Energy’s Office of Science",/,/about-the-us,/agency-index,/agencies/department-of-energy-office-of-science,/agencies/department-of-energy-office-of-science,/agencies/department-of-energy-office-of-science,None,,"USAGov English"
4,federal_directory_record,/es/agencias/junta-de-la-reserva-federal,989,"Junta de la Reserva Federal",http://localhost/es/agencias/junta-de-la-reserva-federal,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Junta de la Reserva Federal","Junta de la Reserva Federal","Junta de la Reserva Federal",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/junta-de-la-reserva-federal,/es/agencias/junta-de-la-reserva-federal,/es/agencias/junta-de-la-reserva-federal,http://localhost/agencies/federal-reserve-system,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-court-of-appeals-for-veterans-claims,990,"U.S. Court of Appeals for Veterans Claims",http://localhost/agencies/u-s-court-of-appeals-for-veterans-claims,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Court of Appeals for Veterans Claims","U.S. Court of Appeals for Veterans Claims","U.S. Court of Appeals for Veterans Claims",/,/about-the-us,/agency-index,/agencies/u-s-court-of-appeals-for-veterans-claims,/agencies/u-s-court-of-appeals-for-veterans-claims,/agencies/u-s-court-of-appeals-for-veterans-claims,None,,"USAGov English"
4,federal_directory_record,/agencies/peace-corps,991,"Peace Corps",http://localhost/agencies/peace-corps,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Peace Corps","Peace Corps","Peace Corps",/,/about-the-us,/agency-index,/agencies/peace-corps,/agencies/peace-corps,/agencies/peace-corps,http://localhost/es/agencias/cuerpo-de-paz,,"USAGov English"
4,federal_directory_record,/agencies/institute-of-education-sciences,992,"Institute of Education Sciences (IES)",http://localhost/agencies/institute-of-education-sciences,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Institute of Education Sciences","Institute of Education Sciences","Institute of Education Sciences",/,/about-the-us,/agency-index,/agencies/institute-of-education-sciences,/agencies/institute-of-education-sciences,/agencies/institute-of-education-sciences,None,,"USAGov English"
4,federal_directory_record,/es/agencias/servicio-forestal,993,"Servicio Forestal",http://localhost/es/agencias/servicio-forestal,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio Forestal","Servicio Forestal","Servicio Forestal",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-forestal,/es/agencias/servicio-forestal,/es/agencias/servicio-forestal,http://localhost/agencies/forest-service,,"USAGov en Español"
4,federal_directory_record,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,994,"Comisión de Asistencia Electoral de EE.UU. (EAC)",http://localhost/es/agencias/comision-de-asistencia-electoral-de-ee-uu,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Comisión de Asistencia Electoral de EE.UU.","Comisión de Asistencia Electoral de EE.UU.","Comisión de Asistencia Electoral de EE.UU.",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,/es/agencias/comision-de-asistencia-electoral-de-ee-uu,http://localhost/agencies/u-s-election-assistance-commission,,"USAGov en Español"
4,federal_directory_record,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,995,"Servicio de Inspección y Seguridad Alimentaria (FSIS)",http://localhost/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Servicio de Inspección y Seguridad Alimentaria","Servicio de Inspección y Seguridad Alimentaria","Servicio de Inspección y Seguridad Alimentaria",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,/es/agencias/servicio-de-inspeccion-y-segurida-alimentaria,http://localhost/agencies/food-safety-and-inspection-service,,"USAGov en Español"
4,federal_directory_record,/agencies/court-of-international-trade,996,"Court of International Trade",http://localhost/agencies/court-of-international-trade,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Court of International Trade","Court of International Trade","Court of International Trade",/,/about-the-us,/agency-index,/agencies/court-of-international-trade,/agencies/court-of-international-trade,/agencies/court-of-international-trade,None,,"USAGov English"
4,federal_directory_record,/agencies/railroad-retirement-board,997,"Railroad Retirement Board (RRB)",http://localhost/agencies/railroad-retirement-board,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Railroad Retirement Board","Railroad Retirement Board","Railroad Retirement Board",/,/about-the-us,/agency-index,/agencies/railroad-retirement-board,/agencies/railroad-retirement-board,/agencies/railroad-retirement-board,http://localhost/es/agencias/junta-de-jubilacion-de-empleados-ferroviarios,,"USAGov English"
4,federal_directory_record,/agencies/interagency-alternative-dispute-resolution-working-group,999,"Interagency Alternative Dispute Resolution Working Group",http://localhost/agencies/interagency-alternative-dispute-resolution-working-group,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Interagency Alternative Dispute Resolution Working Group","Interagency Alternative Dispute Resolution Working Group","Interagency Alternative Dispute Resolution Working Group",/,/about-the-us,/agency-index,/agencies/interagency-alternative-dispute-resolution-working-group,/agencies/interagency-alternative-dispute-resolution-working-group,/agencies/interagency-alternative-dispute-resolution-working-group,None,,"USAGov English"
4,federal_directory_record,/es/agencias/camara-de-representantes-de-estados-unidos,1000,"Cámara de Representantes de Estados Unidos",http://localhost/es/agencias/camara-de-representantes-de-estados-unidos,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Cámara de Representantes de Estados Unidos","Cámara de Representantes de Estados Unidos","Cámara de Representantes de Estados Unidos",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/camara-de-representantes-de-estados-unidos,/es/agencias/camara-de-representantes-de-estados-unidos,/es/agencias/camara-de-representantes-de-estados-unidos,http://localhost/agencies/u-s-house-of-representatives,,"USAGov en Español"
4,federal_directory_record,/es/agencias/guardia-nacional,1001,"Guardia Nacional",http://localhost/es/agencias/guardia-nacional,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Guardia Nacional","Guardia Nacional","Guardia Nacional",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/guardia-nacional,/es/agencias/guardia-nacional,/es/agencias/guardia-nacional,http://localhost/agencies/national-guard,,"USAGov en Español"
4,federal_directory_record,/agencies/social-security-advisory-board,1002,"Social Security Advisory Board (SSAB)",http://localhost/agencies/social-security-advisory-board,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Social Security Advisory Board","Social Security Advisory Board","Social Security Advisory Board",/,/about-the-us,/agency-index,/agencies/social-security-advisory-board,/agencies/social-security-advisory-board,/agencies/social-security-advisory-board,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-de-seguridad-en-el-transporte,1003,"Administración de Seguridad en el Transporte (TSA)",http://localhost/es/agencias/administracion-de-seguridad-en-el-transporte,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración de Seguridad en el Transporte","Administración de Seguridad en el Transporte","Administración de Seguridad en el Transporte",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-de-seguridad-en-el-transporte,/es/agencias/administracion-de-seguridad-en-el-transporte,/es/agencias/administracion-de-seguridad-en-el-transporte,http://localhost/agencies/transportation-security-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/inter-american-foundation,1007,"Inter-American Foundation (IAF)",http://localhost/agencies/inter-american-foundation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Inter-American Foundation","Inter-American Foundation","Inter-American Foundation",/,/about-the-us,/agency-index,/agencies/inter-american-foundation,/agencies/inter-american-foundation,/agencies/inter-american-foundation,http://localhost/es/agencias/fundacion-interamericana,,"USAGov English"
4,federal_directory_record,/es/agencias/cuerpo-de-paz,1008,"Cuerpo de Paz",http://localhost/es/agencias/cuerpo-de-paz,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Cuerpo de Paz","Cuerpo de Paz","Cuerpo de Paz",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/cuerpo-de-paz,/es/agencias/cuerpo-de-paz,/es/agencias/cuerpo-de-paz,http://localhost/agencies/peace-corps,,"USAGov en Español"
4,federal_directory_record,/es/agencias/oficina-de-administracion-de-energia-oceanica,1009,"Oficina de Administración de Energía Oceánica (BOEM)",http://localhost/es/agencias/oficina-de-administracion-de-energia-oceanica,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Oficina de Administración de Energía Oceánica","Oficina de Administración de Energía Oceánica","Oficina de Administración de Energía Oceánica",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/oficina-de-administracion-de-energia-oceanica,/es/agencias/oficina-de-administracion-de-energia-oceanica,/es/agencias/oficina-de-administracion-de-energia-oceanica,http://localhost/agencies/bureau-of-ocean-energy-management,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-southern-command,1010,"U.S. Southern Command (SOUTHCOM)",http://localhost/agencies/u-s-southern-command,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Southern Command","U.S. Southern Command","U.S. Southern Command",/,/about-the-us,/agency-index,/agencies/u-s-southern-command,/agencies/u-s-southern-command,/agencies/u-s-southern-command,None,,"USAGov English"
4,federal_directory_record,/es/agencias/administracion-del-seguro-social,1011,"Administración del Seguro Social (SSA)",http://localhost/es/agencias/administracion-del-seguro-social,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Administración del Seguro Social","Administración del Seguro Social","Administración del Seguro Social",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/administracion-del-seguro-social,/es/agencias/administracion-del-seguro-social,/es/agencias/administracion-del-seguro-social,http://localhost/agencies/social-security-administration,,"USAGov en Español"
4,federal_directory_record,/agencies/defense-commissary-agency,1012,"Defense Commissary Agency",http://localhost/agencies/defense-commissary-agency,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","Defense Commissary Agency","Defense Commissary Agency","Defense Commissary Agency",/,/about-the-us,/agency-index,/agencies/defense-commissary-agency,/agencies/defense-commissary-agency,/agencies/defense-commissary-agency,None,,"USAGov English"
4,federal_directory_record,/agencies/u-s-election-assistance-commission,1013,"U.S. Election Assistance Commission (EAC)",http://localhost/agencies/u-s-election-assistance-commission,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Election Assistance Commission","U.S. Election Assistance Commission","U.S. Election Assistance Commission",/,/about-the-us,/agency-index,/agencies/u-s-election-assistance-commission,/agencies/u-s-election-assistance-commission,/agencies/u-s-election-assistance-commission,http://localhost/es/agencias/comision-de-asistencia-electoral-de-ee-uu,,"USAGov English"
4,federal_directory_record,/agencies/u-s-department-of-veterans-affairs,1014,"U.S. Department of Veterans Affairs (VA)",http://localhost/agencies/u-s-department-of-veterans-affairs,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Department of Veterans Affairs","U.S. Department of Veterans Affairs","U.S. Department of Veterans Affairs",/,/about-the-us,/agency-index,/agencies/u-s-department-of-veterans-affairs,/agencies/u-s-department-of-veterans-affairs,/agencies/u-s-department-of-veterans-affairs,http://localhost/es/agencias/departamento-de-asuntos-de-los-veteranos,,"USAGov English"
4,federal_directory_record,/agencies/james-madison-memorial-fellowship-foundation,1015,"James Madison Memorial Fellowship Foundation",http://localhost/agencies/james-madison-memorial-fellowship-foundation,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","James Madison Memorial Fellowship Foundation","James Madison Memorial Fellowship Foundation","James Madison Memorial Fellowship Foundation",/,/about-the-us,/agency-index,/agencies/james-madison-memorial-fellowship-foundation,/agencies/james-madison-memorial-fellowship-foundation,/agencies/james-madison-memorial-fellowship-foundation,None,,"USAGov English"
4,federal_directory_record,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,1016,"Instituto Nacional de Investigación Dental y Craneofacial (NIDCR)",http://localhost/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Instituto Nacional de Investigación Dental y Craneofacial","Instituto Nacional de Investigación Dental y Craneofacial","Instituto Nacional de Investigación Dental y Craneofacial",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,/es/agencias/instituto-nacional-de-investigacion-dental-y-craneofacial,http://localhost/agencies/national-institute-of-dental-and-craniofacial-research,,"USAGov en Español"
4,federal_directory_record,/agencies/u-s-special-operations-command,1017,"U.S. Special Operations Command",http://localhost/agencies/u-s-special-operations-command,Home,"The U.S. and its government","A-Z index of U.S. government departments and agencies","U.S. Special Operations Command","U.S. Special Operations Command","U.S. Special Operations Command",/,/about-the-us,/agency-index,/agencies/u-s-special-operations-command,/agencies/u-s-special-operations-command,/agencies/u-s-special-operations-command,None,,"USAGov English"
4,federal_directory_record,/es/agencias/sistema-de-servicio-selectivo,1018,"Sistema de Servicio Selectivo (SSS)",http://localhost/es/agencias/sistema-de-servicio-selectivo,"Página principal","Acerca de EE. UU. y su Gobierno","Agencias federales","Sistema de Servicio Selectivo","Sistema de Servicio Selectivo","Sistema de Servicio Selectivo",/es/,/es/acerca-de-estados-unidos,/es/indice-agencias,/es/agencias/sistema-de-servicio-selectivo,/es/agencias/sistema-de-servicio-selectivo,/es/agencias/sistema-de-servicio-selectivo,http://localhost/agencies/selective-service-system,,"USAGov en Español"
